"chi^2","df","Pr(chi^2 >)"
7.3185652700206,1,0.00682458730352686
0.235327203893997,1,0.627601614814355
0.201969196978914,1,0.653136040111586
0.420383286483248,1,0.516745853714097
0.171296296296296,1,0.678962308510818
0.171296296296296,1,0.678962308510818
4.25609467455621,1,0.0391097343729656
0.790323591230398,1,0.374002296559102
1.25076655195258,1,0.263406120513285
1.52666270077335,1,0.216614005669275
0.271406914763558,1,0.602389559742499
2.35658402203857,1,0.124755105718347
3.65569125868899,1,0.0558779631257278
38.7693493960448,1,4.7695869476172e-10
0.310245436282645,1,0.577529614887739
0.0844744624455217,1,0.771322910488903
0.430953337908048,1,0.511521530290964
51.4280286487903,1,7.4273920347423e-13
0.637926641677079,1,0.424462588936614
0.351880392038568,1,0.553050611047318
1.89086110140624,1,0.169104829930854
0.493948024207903,1,0.482171447122277
12.4016858630481,1,0.000428946414710363
0.201969196978914,1,0.653136040111586
0.89959016954753,1,0.342891625516222
0.328907265777527,1,0.566303239095915
0.562145445673868,1,0.453397099254811
0.547155575675268,1,0.459482259102442
8.27046767646239,1,0.0040295125395825
0.662589355735975,1,0.415647289013008
8.41161453397964,1,0.00372831410877072
1.89086110140624,1,0.169104829930854
0.356550569124168,1,0.5504282303086
0.000207239375481332,1,0.988514201351109
2.93340603304599,1,0.0867642662182807
16.9486673384404,1,3.84042694401288e-05
0.117861921043131,1,0.731365077864628
0.201969196978914,1,0.653136040111586
10.6530683329583,1,0.0010988845121257
0.945560110803324,1,0.330852013654346
2.42325685007797,1,0.119546156842897
1.16572148708254,1,0.280282106923824
0.858908907763101,1,0.354044206183144
2.96971244414926,1,0.0848369332647847
4.57487605452343,1,0.0324440929206896
0.379830991735537,1,0.537693700581959
0.858908907763101,1,0.354044206183144
0.396349930569331,1,0.528980350898716
0.724897959183674,1,0.394541974238978
1.87644015196635e-06,1,0.998907032408888
7.32099777092729,1,0.00681535641106756
1.58648953129982,1,0.207828399700933
0.235327203893997,1,0.627601614814355
4.8159365422751,1,0.0281977448743406
26.6288826916067,1,2.46530619474328e-07
53.3865105010405,1,2.74003042477489e-13
1.8745945945946,1,0.170949781269857
9.31582493724366,1,0.00227183070441339
0.310245436282645,1,0.577529614887739
0.890231761525786,1,0.345414510466416
0.858908907763101,1,0.354044206183144
0.0796315426997244,1,0.777797354840176
0.235327203893997,1,0.627601614814355
0.171296296296296,1,0.678962308510818
1.89086110140624,1,0.169104829930854
2.33095269738138,1,0.126824237123489
8.77090055296568,1,0.00306074290985692
0.30515606632555,1,0.580667940721855
19.8845618751402,1,8.22619465223884e-06
16.1685970833909,1,5.7946829910005e-05
0.396349930569331,1,0.528980350898716
13.3716050919168,1,0.00025546262977294
9.31582493724366,1,0.00227183070441339
21.6376157978442,1,3.29329439097137e-06
0.776288635662379,1,0.378278615730209
6.1862628852939,1,0.012874578754312
1.08405864421542,1,0.297791380623621
1.43118972774255,1,0.231570372408945
1.6417243689971,1,0.200089041949775
0.396349930569331,1,0.528980350898716
0.00648648648648644,1,0.935808796863444
7.3185652700206,1,0.00682458730352686
27.4497527076601,1,1.61229486983494e-07
0.593976061244362,1,0.440885706122744
0.117861921043131,1,0.731365077864628
0.212687074829932,1,0.6446694053273
0.235327203893997,1,0.627601614814355
2.89289403299574,1,0.0889709747745451
0.443692733564014,1,0.505345494078554
12.1252625731145,1,0.000497433268397685
0.201969196978914,1,0.653136040111586
5.28940738709423,1,0.021455520011046
0.0390717556627787,1,0.843306574747948
0.79959238983084,1,0.37121526620304
2.93340603304599,1,0.0867642662182807
3.08463188255799,1,0.0790351473947583
0.01952280967986,1,0.888878024977594
0.858908907763101,1,0.354044206183144
0.235327203893997,1,0.627601614814355
0.0116163360082326,1,0.914170916154567
5.06927407407408,1,0.024353580274053
1.38820426837076,1,0.238708589898094
4.09283560800645,1,0.0430653352906427
0.726694854902263,1,0.393956617013521
3.11148475023635,1,0.0777420610804642
7.65081234094755,1,0.00567467625158713
0.787136776859504,1,0.374967307867984
0.351880392038568,1,0.553050611047318
9.09210221387363,1,0.00256715626785331
1.33993585044589,1,0.24704528143187
1.919758943711,1,0.16588323667367
0.0176977040816326,1,0.894167505169529
0.0176977040816326,1,0.894167505169529
1.33924026769724,1,0.247167992967929
6.84856067162685,1,0.00887127132366794
0.420383286483248,1,0.516745853714097
0.00338576258244157,1,0.953599431915394
0.310245436282645,1,0.577529614887739
0.132007631322145,1,0.716359472655046
1.16572148708254,1,0.280282106923824
1.61741445792653,1,0.203452681704904
1.33993585044589,1,0.24704528143187
0.171296296296296,1,0.678962308510818
0.305492006098815,1,0.580459735920054
0.142320096928473,1,0.705985329829655
0.143272405314445,1,0.705049230089236
