"chi^2","df","Pr(chi^2 >)"
7.3185652700206,1,0.00682458730352686
0.145336178007887,1,0.703032721447867
0.172114656571119,1,0.678239243231068
0.496394959681948,1,0.481088442997219
0.0711317207654038,1,0.789696067517315
0.171296296296296,1,0.678962308510818
4.24920318865256,1,0.0392687510014945
0.794328565924239,1,0.37279446312431
0.881223567858516,1,0.347866772965448
1.52666270077335,1,0.216614005669275
0.203917094921817,1,0.651577485720653
2.35658402203857,1,0.124755105718347
0.120126077277436,1,0.728897788793905
31.1196389924945,1,2.42604382139078e-08
0.311754722387533,1,0.57660540847686
0.0817307692307692,1,0.774965484737705
0.331077115428572,1,0.565025530781819
37.1283277569915,1,1.10605202774394e-09
0.654706551020408,1,0.418434973723109
0.311754722387533,1,0.57660540847686
2.33950961662099,1,0.126129253845469
2.24423518567701,1,0.134113203724127
12.3904670332529,1,0.000431531306547717
0.202938475665748,1,0.652359375013656
0.00232228797881371,1,0.961564721548892
1.0486,1,0.305829739866878
0.90681559855844,1,0.340960748291733
0.549878414136684,1,0.458367378301643
16.6051847529641,1,4.60250293360387e-05
0.612495377218935,1,0.433849800604659
0.63525,1,0.425436093395749
0.237607176706562,1,0.625939704532432
0.26344227958668,1,0.607765064336716
1.52428412208505,1,0.216972327293199
2.93340603304599,1,0.0867642662182807
17.0844444444444,1,3.57539594024736e-05
0.0954776013526126,1,0.757325710212382
0.153440024386526,1,0.695269387430052
16.2807078646214,1,5.46172017303892e-05
0.316371882086168,1,0.573796212550348
2.11541099182823,1,0.145822901649326
1.0896528677544,1,0.296548134939702
0.794328565924239,1,0.37279446312431
2.00479780944335,1,0.156802199885133
3.29060358203154,1,0.0696774040191309
0.595189348586763,1,0.440419416566782
0.371766499009297,1,0.542042945924238
0.360649609808556,1,0.548145680038247
0.665916689925439,1,0.414478867488544
0.666554395780177,1,0.414255486925704
4.40261748958953,1,0.0358838152822449
0.759096987199623,1,0.383611265993323
0.202938475665748,1,0.652359375013656
4.48844646637539,1,0.0341246748713805
28.9678497942387,1,7.35895685499699e-08
122.673236046337,1,0
0.519847795838564,1,0.470906615169438
10.6886734693878,1,0.00107793472697382
0.237607176706562,1,0.625939704532432
0.642695173307418,1,0.422736517707832
0.890476423880012,1,0.345348234220045
0.00473922902494334,1,0.945115339600976
0.202938475665748,1,0.652359375013656
1.36376850531479,1,0.242885433009869
2.89374071390111,1,0.0889242383036145
1.81931573671084,1,0.177394748072494
10.3264618690675,1,0.00131136350948591
0.407957693276252,1,0.523007923890729
11.9708897890485,1,0.000540381310983662
19.9064382745589,1,8.13259851395465e-06
0.3536,1,0.552082297766469
13.4043937927134,1,0.000251035574313385
2.33950961662099,1,0.126129253845469
13.8218755300203,1,0.000200982522088333
1.37696999285317,1,0.240617942747162
6.13804465253494,1,0.0132303535375133
1.01611839004619,1,0.313441510681954
1.29088749448076,1,0.255884461143551
0.298103019716727,1,0.585074108160998
0.35709006381142,1,0.550126797900178
0.520759958531937,1,0.470517685253892
12.1398047864442,1,0.000493569422972628
5.65844237886386,1,0.017371543904888
16.7245180620725,1,4.32188374135389e-05
0.117861921043131,1,0.731365077864628
0.552628431143591,1,0.457245703064265
0.202938475665748,1,0.652359375013656
1.786285713161,1,0.181379367522539
0.398295656817373,1,0.527970765772683
2.34355618995925,1,0.125802071307087
0.172940868198096,1,0.677511281924434
0.564299465309186,1,0.4525330911137
0.0212578038551974,1,0.884078832299616
0.0410879629629631,1,0.839368225627941
4.49039542418832,1,0.0340857925669951
9.2761196695573,1,0.00232160727360087
0.00325963718820866,1,0.954470927377775
0.697433473672427,1,0.403647430409131
0.173775044634001,1,0.676778369226918
0.575657752957041,1,0.448019394248268
4.13216670336914,1,0.0420754463905114
1.11385459533608,1,0.291245577338662
6.15554034623112,1,0.0131001088945483
0.0745320082658646,1,0.784848980361884
2.45758522984385,1,0.116958464256277
7.11939824044993,1,0.00762542968584257
0.821666474197325,1,0.364693378106176
0.311754722387533,1,0.57660540847686
0.413733575766471,1,0.52008054694373
0.679566187744567,1,0.409736145826029
0.136407947598755,1,0.711878438747478
0.0790197474798318,1,0.778630239466219
0.872160429823735,1,0.350357903929343
1.31192437109438,1,0.252046532888187
5.20393326722178,1,0.0225358391757995
0.718367346938775,1,0.396679971652829
0.112498730981657,1,0.737317104052233
0.272721289537046,1,0.601512122481903
0.535936891947589,1,0.464121505368679
1.20294052127423,1,0.272734753963109
0.590620206004822,1,0.442179389075622
0.0384297546935704,1,0.844582704599966
0.172940868198096,1,0.677511281924434
3.03476360936543,1,0.0814984196665933
1.56576366246696,1,0.210823300739516
0.143272405314445,1,0.705049230089236
47.3741413470134,1,5.86508619448978e-12
0.402244897959184,1,0.525932169596187
0.201969196978914,1,0.653136040111586
0.572674897119342,1,0.449197937118284
0.180486137810244,1,0.670955793865932
0.503883136094674,1,0.477798856973996
1.75719135802469,1,0.184975226599684
5.87550767106587,1,0.0153529452422
6.25402476167873,1,0.0123911446686699
68.5738238223567,1,1.11022302462516e-16
0.271406914763558,1,0.602389559742499
9.52875996576731,1,0.00202276745973384
1.00573224852071,1,0.315927435597613
0.172940868198096,1,0.677511281924434
16.2916599485832,1,5.43024284372917e-05
1.69730741110963,1,0.192640485803421
0.934869470530232,1,0.333600784693876
0.693785442924961,1,0.404879788011583
10.487002163022,1,0.00120217271798095
0.314817726466162,1,0.574738773656348
0.459475139266284,1,0.49786936971319
0.858908907763101,1,0.354044206183144
2.08095720797756,1,0.149146621838877
0.0019738065233154,1,0.9645636076618
5.49836388810122,1,0.0190342745680013
1.04675925701236,1,0.306254641418065
1.69234289783674,1,0.193292411417457
1.74304625367725,1,0.186753308707057
0.172940868198096,1,0.677511281924434
21.8909656871582,1,2.88589376884474e-06
26.133107662876,1,3.1867278815767e-07
0.203967373438527,1,0.651537375648443
4.07670901369785,1,0.0434782627143769
1.68718676315978,1,0.193972231207586
0.272721289537046,1,0.601512122481903
3.02619658064214,1,0.0819298640693482
0.3536,1,0.552082297766469
0.209992742052548,1,0.646773092768691
0.271406914763558,1,0.602389559742499
0.628357882986726,1,0.427958293678484
1.75719135802469,1,0.184975226599684
0.118419924554184,1,0.730754567318302
0.547627294586227,1,0.45928880416029
1.48600087475497,1,0.222837984869769
0.389477513634533,1,0.532574170637627
0.406273113905325,1,0.523867212585899
0.398295656817373,1,0.527970765772683
1.8614383112368,1,0.172458890278901
58.2074616592602,1,2.35367281220533e-14
0.273930933301966,1,0.600706975247393
1.11204999963279,1,0.291636757900232
7.42424242424243,1,0.00643509123155916
2.85740662730393,1,0.0909540299822198
1.17869747138332,1,0.277621324072216
1.39740842771146,1,0.237157966631405
0.511600237953599,1,0.474446944675241
1.29782476240727,1,0.254610938347043
0.884797108437192,1,0.34689114769241
3.85780718593173,1,0.0495150023550928
0.448090453111864,1,0.503243165352676
3.1201087938056,1,0.0773316203704426
0.297185478701707,1,0.585652276539716
0.118419924554184,1,0.730754567318302
20.838491739466,1,4.996856032502e-06
0.794328565924239,1,0.37279446312431
0.890476423880012,1,0.345348234220045
0.00123163205927489,1,0.972004294725696
9.1234056122449,1,0.00252359727362594
0.144641683103222,1,0.70370947119751
2.95960607395416,1,0.0853687368104769
3.39962921984256,1,0.065211075858204
0.235327203893997,1,0.627601614814355
0.0384297546935704,1,0.844582704599966
0.211171498088413,1,0.645850741364216
9.31150793650793,1,0.00227718984295044
0.400260551200557,1,0.526954728068088
0.498866213151928,1,0.479998722325441
0.561045676529733,1,0.453839230200982
4.41970291368925,1,0.0355262212439251
1.19636811326562,1,0.274048785610033
1.87608450979744,1,0.170779836861159
2.97946142136043,1,0.0843273287023287
0.00546647230320699,1,0.941061632119893
0.124378109452736,1,0.724333747231756
0.400260551200557,1,0.526954728068088
1.71621916323577,1,0.19018044999886
0.448090453111864,1,0.503243165352676
1.09530490584356,1,0.295298795023814
2.55374350053597,1,0.11003326349672
0.23876379494482,1,0.625100396245646
0.203917094921817,1,0.651577485720653
0.351880392038568,1,0.553050611047318
88.0636252328986,1,0
27.8797017101099,1,1.29097005197032e-07
0.238656448650896,1,0.625178186727705
0.997041140710587,1,0.318027525967151
0.172114656571119,1,0.678239243231068
2.85566796127581,1,0.0910524123161712
0.426439640945135,1,0.513741153552123
0.549878414136684,1,0.458367378301643
0.114380040448712,1,0.735211584129037
0.478942477167121,1,0.48890172185964
9.14415504070206,1,0.00249513836966153
0.244719830101053,1,0.620817795473868
0.00473922902494334,1,0.945115339600976
0.547627294586227,1,0.45928880416029
1.9997574784727,1,0.157324377465452
8.16946494692162,1,0.00426014720260437
1.92700946993477,1,0.165085995582647
0.00478458049886623,1,0.944853775390433
1.12510511219704,1,0.288821840832161
1.28239873235863,1,0.257453507594427
0.93545652489476,1,0.333449052871041
0.310245436282645,1,0.577529614887739
3.55615489008756,1,0.059325011702402
0.171296296296296,1,0.678962308510818
56.8067033976125,1,4.80726569662693e-14
0.0121673310151279,1,0.912166995994163
2.87573562698053,1,0.0899238749412309
12.497052154195,1,0.000407594653401011
6.77575821995465,1,0.00924042279747894
4.33542330994898,1,0.0373271330106547
5.32389739914599,1,0.0210349133475541
67.4227669455278,1,2.22044604925031e-16
0.454852663666715,1,0.500039464757587
1.81491124260355,1,0.177920201411599
0.498866213151928,1,0.479998722325441
0.0110597832552737,1,0.916244482626449
0.0574967064734465,1,0.81049716197053
4.38812998919545,1,0.0361899861538838
2.89374071390111,1,0.0889242383036145
0.120294300332581,1,0.728715516079876
1.804872969596,1,0.179124491260357
0.586223961101074,1,0.443883015517772
0.144641683103222,1,0.70370947119751
12.2588516525476,1,0.000463056379694904
2.27128229567564,1,0.131790818420928
71.9255988761952,1,0
0.621915526472338,1,0.430336353854369
0.272721289537046,1,0.601512122481903
0.172940868198096,1,0.677511281924434
0.117861921043131,1,0.731365077864628
0.72855474920446,1,0.393352051998465
0.147589408312345,1,0.700849732431149
6.16522977694168,1,0.013028544932855
0.173775044634001,1,0.676778369226918
0.0443394939109264,1,0.833223251976617
0.117861921043131,1,0.731365077864628
0.175631917319499,1,0.675154291677332
0.235327203893997,1,0.627601614814355
0.299892263277552,1,0.583949969894126
0.96,1,0.327186877790306
0.214297364433127,1,0.64341982357151
14.1291021317437,1,0.000170682628552354
0.171296296296296,1,0.678962308510818
0.310245436282645,1,0.577529614887739
2.37139219183511,1,0.123576800837929
7.27875171467764,1,0.00697750068469238
0.234122545756215,1,0.628483729165182
0.0302278911878635,1,0.861974152071419
0.235327203893997,1,0.627601614814355
0.400260551200557,1,0.526954728068088
0.0954776013526126,1,0.757325710212382
0.30581135734072,1,0.580261950679748
41.0693876442775,1,1.46919587606931e-10
0.118419924554184,1,0.730754567318302
1.5935994228143,1,0.206812629612015
0.236461699711765,1,0.626773423557178
3.61453408707207,1,0.05727676298767
6.72945625153181,1,0.00948335045039672
0.201969196978914,1,0.653136040111586
0.416705088694217,1,0.518585736573626
0.876668649613325,1,0.349115735692165
3.53547982466306,1,0.060068951525965
3.95085066162531e-05,1,0.994984866377282
0.00340352233417444,1,0.953478033456978
1.41728559913685,1,0.233850697289754
0.3536,1,0.552082297766469
10.119092004537,1,0.00146741273599826
3.37149725195508,1,0.0663334447742084
0.274048442906574,1,0.600628880788515
0.45257606864149,1,0.501114152334699
109.873681359691,1,0
2.38530305966953,1,0.122481137638797
0.172114656571119,1,0.678239243231068
3.30582556244486,1,0.0690346488913695
0.272721289537046,1,0.601512122481903
0.0963861313511663,1,0.756210291696511
0.718367346938775,1,0.396679971652829
0.609418282548477,1,0.435006921134963
0.410382693939108,1,0.521775328931297
0.327892254396311,1,0.566902848758879
4.48166997376975,1,0.0342602291735121
0.235327203893997,1,0.627601614814355
19.5446286415614,1,9.82766708534921e-06
15.8088077898992,1,7.00755399732911e-05
1.34854444257042,1,0.245532740563247
0.701606878698225,1,0.402244285939815
0.274048442906574,1,0.600628880788515
0.272721289537046,1,0.601512122481903
27.1406237869441,1,1.89180494269969e-07
5.47140616863283,1,0.0193300666978427
15.3225644621599,1,9.06275079338714e-05
1.62384160440381,1,0.202556961613463
2.93754969556362,1,0.0865419228009463
0.173775044634001,1,0.676778369226918
0.235327203893997,1,0.627601614814355
11.1684375,1,0.000832006684692743
0.697433473672427,1,0.403647430409131
1.01297813153984,1,0.314190426525132
0.471452291963359,1,0.492319803993571
0.609418282548477,1,0.435006921134963
10.8182876036241,1,0.00100502400857827
0.398295656817373,1,0.527970765772683
5.40564476034442,1,0.0200717329721944
20.190147055195,1,7.01131403402222e-06
5.72402390684093,1,0.0167343363294639
0.143272405314445,1,0.705049230089236
10.5644643070337,1,0.00115282438275865
0.469007259449907,1,0.493444230441254
0.175467756788931,1,0.675297463794829
8.64,1,0.00328861430384797
0.0763419024039541,1,0.782317360717501
54.5739619377163,1,1.49658063719471e-13
25.3942048711288,1,4.6731986746984e-07
0.749014281221212,1,0.386788494715235
0.660000727996312,1,0.416559686266863
0.406273113905325,1,0.523867212585899
1.65059880996341,1,0.198877449453646
6.07827825837796,1,0.0136854088709549
70.1969437510677,1,0
0.609418282548477,1,0.435006921134963
0.0261289069255713,1,0.87158590341115
0.000359628833466909,1,0.984869917941132
0.310245436282645,1,0.577529614887739
1.0321046373365,1,0.309664861020709
8.68665531830104,1,0.00320548317692104
0.0659727640114179,1,0.797293305448766
3.85714285714286,1,0.0495346134356268
0.819468672252567,1,0.365335559371795
2.33950961662099,1,0.126129253845469
0.0278482076737565,1,0.867466183446792
1.29782476240727,1,0.254610938347043
0.398295656817373,1,0.527970765772683
0.360649609808556,1,0.548145680038247
0.00841614249221,1,0.926904984521876
18.4947046385843,1,1.70377017333356e-05
4.89260258359918,1,0.0269719978493114
0.406529005236692,1,0.523736523487384
0.74355740630577,1,0.388523691651806
0.0319122090109157,1,0.858220473407978
0.171296296296296,1,0.678962308510818
0.323482267538212,1,0.569522406656532
3.63247863247863,1,0.0566623700744892
0.319526627218935,1,0.571892263597918
0.724897959183674,1,0.394541974238978
5.42180056174701,1,0.0198868412921797
0.171296296296296,1,0.678962308510818
0.274048442906574,1,0.600628880788515
2.71914776716218,1,0.0991509415275725
3.29682853750919,1,0.069413781678252
2.62447917007346,1,0.105227028072436
1.47171592937909,1,0.225075153749679
