"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6"
"PH_FV_1.sorted.bam","1","FV",0.001622,0,0.008701,0.001097,0,0.00671,0.053897,0.0106,0.084371,0.019019,4e-06,0.045232,0.487625,0.462555,0.511991,0.43674,0.403643,0.470528,0.000808,0,0.007666,2e-04,0,0.002203,0.000268,0,0.003002,0.000343,0,0.003967,0.000336,0,0.003809,0.002519,0,0.022778,0.000289,0,0.002967,0.000281,0,0.003296,0.000446,0,0.005606,0.000784,0,0.008893,0.000339,0,0.003929,0.000529,0,0.00636,0.100448,0,0.163079,0.034134,0,0.087579,0.102376,0.058028,0.146225,0.000456,0,0.005571,0.000312,0,0.003801,0.001184,0,0.01289,0.001319,0,0.015171,0.635047,0.564231,0.71731,0.117581,0.081972,0.152904
"PH_FV_2.sorted.bam","2","FV",0.003892,0,0.018147,0.001505,0,0.008444,0.066221,0.032103,0.095836,0.001704,0,0.009825,0.491179,0.466298,0.517414,0.435499,0.400851,0.474477,0.001101,0,0.011381,0.000496,0,0.00552,0.000262,0,0.00301,0.001389,0,0.016464,0.000474,0,0.005085,0.000678,0,0.008778,0.00064,0,0.007591,0.000383,0,0.004894,0.000321,0,0.004023,0.000277,0,0.003199,0.002317,0,0.025564,0.000668,0,0.007375,0.127924,0.052065,0.187942,0.001031,0,0.012472,0.091672,0.047359,0.135332,0.00074,0,0.008666,0.000466,0,0.005387,0.000977,0,0.011383,0.00048,0,0.005865,0.667073,0.592734,0.758422,0.100631,0.066514,0.134718
"PH_FV_4.sorted.bam","4","FV",0.005542,0,0.024294,0.001607,0,0.010998,0.060834,0.007195,0.092533,0.010328,1e-06,0.032518,0.516841,0.488557,0.543598,0.404848,0.367657,0.448763,0.004699,0,0.023141,0.000228,0,0.002742,0.000726,0,0.008775,0.000493,0,0.005508,0.000434,0,0.004942,0.012077,0,0.069383,0.000308,0,0.003575,0.00027,0,0.003451,0.001138,0,0.012008,0.00869,0,0.031484,0.000215,0,0.002312,0.000237,0,0.00254,0.093626,0,0.170207,0.000733,0,0.009224,0.172675,0.125437,0.219854,0.000443,0,0.005169,0.000594,0,0.00659,0.001823,0,0.021233,0.000829,0,0.009262,0.593521,0.497931,0.70355,0.106243,0.056039,0.153927
"PH_FV_5.sorted.bam","5","FV",0.00161,0,0.008951,0.002937,0,0.013101,0.065574,0.025552,0.095238,0.001496,0,0.008647,0.504331,0.478744,0.530969,0.424052,0.389623,0.461653,0.000448,0,0.005282,0.000439,0,0.005163,0.001618,0,0.012072,0.000406,0,0.004502,0.000536,0,0.006651,0.001138,0,0.013578,0.000226,0,0.002476,0.000439,0,0.004891,0.000351,0,0.004328,0.00024,0,0.002767,0.001019,0,0.011256,0.000504,0,0.006069,0.126966,0.04596,0.187319,0.001095,0,0.01201,0.144865,0.102281,0.188518,0.000235,0,0.002616,0.000721,0,0.008697,0.000613,0,0.006905,0.000401,0,0.00505,0.589348,0.513575,0.681505,0.128393,0.090609,0.166118
"PH_FV_6.sorted.bam","6","FV",0.00151,0,0.009197,0.00098,0,0.005791,0.069863,0.032163,0.104399,0.010366,1e-06,0.03559,0.515052,0.488992,0.540441,0.40223,0.367002,0.4356,0.000505,0,0.005819,0.000185,0,0.00198,0.00024,0,0.002624,0.000338,0,0.003863,0.000241,0,0.00282,0.049675,2e-06,0.086508,0.000513,0,0.005773,0.000362,0,0.004381,0.001677,0,0.019424,0.001195,0,0.014434,0.000356,0,0.004234,0.000365,0,0.004328,0.037379,0,0.141312,0.014589,0,0.06643,0.147916,0.105223,0.192944,0.000619,0,0.007994,0.000326,0,0.004093,0.000739,0,0.00911,0.001201,0,0.014688,0.681583,0.582919,0.75838,0.059996,0.023493,0.100001
"PH_FV_7.sorted.bam","7","FV",0.002009,0,0.010443,0.001171,0,0.007236,0.073781,0.041701,0.10517,0.003658,0,0.018342,0.466932,0.442944,0.491997,0.452449,0.41808,0.487803,0.000447,0,0.005279,0.000226,0,0.002717,0.000452,0,0.00522,0.000986,0,0.011613,0.000334,0,0.003456,0.023268,0,0.06522,0.000897,0,0.009596,0.000296,0,0.00301,0.000761,0,0.0089,0.001275,0,0.012224,0.000622,0,0.007075,0.000336,0,0.003896,0.098308,0.012156,0.165855,0.002062,0,0.022009,0.10741,0.068058,0.147046,0.000395,0,0.004304,0.000245,0,0.002758,0.000639,0,0.007552,0.00075,0,0.008509,0.617714,0.542283,0.696585,0.142577,0.095106,0.187525
"PH_FV_8.sorted.bam","8","FV",0.000936,0,0.005761,0.002362,0,0.013458,0.071795,0.017343,0.104837,0.004074,0,0.022489,0.520134,0.495628,0.543548,0.400699,0.366479,0.443356,0.000202,0,0.002436,0.000242,0,0.002757,0.000735,0,0.008331,0.000307,0,0.003362,0.000527,0,0.006111,0.023678,0,0.05805,0.000277,0,0.003162,0.000532,0,0.006378,0.000341,0,0.003775,0.001628,0,0.015067,0.00033,0,0.00396,0.001462,0,0.016796,0.094238,0,0.17242,0.003225,0,0.035413,0.146907,0.105252,0.186333,0.000312,0,0.003343,0.000491,0,0.006016,0.000822,0,0.011588,0.000517,0,0.006384,0.6472,0.562088,0.754604,0.076028,0.038013,0.115355
"PH_FV_9.sorted.bam","9","FV",0.010112,3e-06,0.028464,0.00097,0,0.005507,0.025196,2e-06,0.066682,0.030976,0.010795,0.051837,0.507401,0.482279,0.531512,0.425345,0.387525,0.461523,0.009218,0,0.027701,0.000204,0,0.002066,0.000245,0,0.002825,0.000476,0,0.005223,0.00034,0,0.003862,0.000705,0,0.007059,0.000321,0,0.003485,0.000264,0,0.003021,0.00041,0,0.004703,5e-04,0,0.006027,0.000554,0,0.006364,0.000363,0,0.004789,0.046557,0,0.130952,0.059238,0.01917,0.101168,0.125329,0.084002,0.167527,0.000232,0,0.002737,0.000279,0,0.003369,0.001198,0,0.013071,0.000719,0,0.007942,0.657433,0.567732,0.746679,0.095415,0.058506,0.131632
"PH_GB_10.sorted.bam","10","GB",0.14796,0.110813,0.207979,0.003733,0,0.021724,0.203325,0.149316,0.242749,0.002932,0,0.015478,0.552981,0.516727,0.586388,0.089069,0.056631,0.122099,0.136233,0.08584,0.206721,0.000448,0,0.005372,0.000819,0,0.010233,0.000577,0,0.006547,0.000849,0,0.010206,0.056028,0,0.103557,0.000731,0,0.009329,0.000417,0,0.00416,0.000617,0,0.007444,0.001196,0,0.012425,0.021202,0,0.108717,0.003651,0,0.035681,0.291845,0.204314,0.380601,0.001175,0,0.014317,0.308139,0.254724,0.358873,0.000494,0,0.006026,0.000463,0,0.004578,0.000706,0,0.007548,0.000532,0,0.00562,0.171811,0.10037,0.237649,0.002067,0,0.025389
"PH_GB_11.sorted.bam","11","GB",0.170244,0.135996,0.226719,0.001375,0,0.008605,0.23738,0.192018,0.272311,0.001515,0,0.008691,0.506812,0.469133,0.536668,0.082673,0.051766,0.11484,0.117706,0.068087,0.225366,0.000229,0,0.002933,0.000267,0,0.002999,0.000552,0,0.006326,0.000429,0,0.00553,0.063044,0.000128,0.102425,0.000578,0,0.006373,0.000345,0,0.004124,0.000323,0,0.003303,0.00036,0,0.004099,0.102653,0,0.187089,0.00083,0,0.009318,0.346568,0.268628,0.418455,0.000762,0,0.00892,0.204676,0.158963,0.249965,0.001064,0,0.01184,0.000383,0,0.004583,8e-04,0,0.009905,0.000301,0,0.003426,0.15346,0.049989,0.225643,0.004669,0,0.048739
"PH_GB_12.sorted.bam","12","GB",0.20763,0.16776,0.276304,0.002393,0,0.016956,0.198585,0.15296,0.239359,0.001587,0,0.009513,0.511105,0.457343,0.547759,0.078699,0.042874,0.118369,0.128791,0.070776,0.274643,0.000566,0,0.006208,0.000417,0,0.00434,0.000892,0,0.009775,0.000429,0,0.005272,0.073514,0,0.125661,0.000457,0,0.005859,0.000315,0,0.003621,0.000616,0,0.006086,0.000419,0,0.004993,0.155022,0,0.253784,0.002273,0,0.025592,0.247473,0.153839,0.348004,0.00052,0,0.006134,0.231865,0.175502,0.285933,0.000741,0,0.00897,0.00037,0,0.004101,0.000732,0,0.009336,0.000428,0,0.004751,0.153192,0.079942,0.234545,0.000967,0,0.011946
"PH_GB_1.sorted.bam","1","GB",0.174219,0.141295,0.227595,0.003435,0,0.01799,0.219385,0.172151,0.255833,0.001387,0,0.008768,0.512646,0.469993,0.545698,0.088927,0.055866,0.123856,0.096851,0.054994,0.217528,0.000417,0,0.004581,0.001342,0,0.013631,0.000523,0,0.006068,0.000591,0,0.00741,0.082776,0.031994,0.123873,0.000486,0,0.005474,0.000334,0,0.00411,0.000245,0,0.003022,0.000301,0,0.003313,0.153013,1.7e-05,0.229922,0.002114,0,0.021353,0.271301,0.200137,0.347299,0.000909,0,0.011648,0.211945,0.166142,0.259751,0.000298,0,0.003313,0.000729,0,0.008555,0.000559,0,0.006121,0.000198,0,0.002172,0.174064,0.103373,0.245754,0.001003,0,0.01255
"PH_GB_5.sorted.bam","5","GB",0.175218,0.137892,0.242022,0.002948,0,0.018872,0.195194,0.143127,0.234517,0.003054,0,0.014964,0.522619,0.478933,0.555864,0.100967,0.067489,0.134963,0.096575,0.037476,0.200679,0.001815,0,0.021352,0.000385,0,0.004661,0.001422,0,0.01714,0.000755,0,0.008502,0.057804,0,0.106184,0.00067,0,0.00862,0.000362,0,0.00423,0.000654,0,0.00796,0.001571,0,0.013188,0.149503,5e-05,0.232541,0.001333,0,0.016134,0.270569,0.182418,0.361501,0.000417,0,0.004871,0.214854,0.162076,0.268685,0.003876,0,0.049564,0.000862,0,0.009764,0.001381,0,0.015369,0.000862,0,0.009332,0.193708,0.113929,0.267267,0.000624,0,0.007261
"PH_GB_6.sorted.bam","6","GB",0.179514,0.146119,0.238219,0.003756,0,0.018543,0.220712,0.174635,0.256889,0.003971,0,0.017782,0.51939,0.47613,0.551126,0.072658,0.035336,0.111884,0.110716,0.058748,0.187763,0.001258,0,0.014554,0.000768,0,0.008619,0.00062,0,0.006768,0.00081,0,0.010663,0.022758,0,0.064974,0.00041,0,0.004424,0.000377,0,0.004422,0.000649,0,0.00856,0.002541,0,0.016577,0.132818,0,0.216378,0.002636,0,0.025392,0.392933,0.305967,0.489353,0.000798,0,0.010087,0.198475,0.140882,0.249256,0.002491,0,0.033713,0.000894,0,0.010088,0.000895,0,0.010776,0.000625,0,0.00733,0.112646,0,0.219877,0.013883,0,0.0717
"PH_GB_8.sorted.bam","8","GB",0.121841,0.091385,0.157631,0.065855,0.036978,0.092469,0.18155,0.14017,0.214856,0.001289,0,0.007934,0.485909,0.447975,0.501327,0.143556,0.108319,0.181579,0.001262,0,0.013728,0.005819,0,0.058293,0.000302,0,0.003526,0.012948,0,0.077103,0.002673,0,0.032315,0.000554,0,0.006307,0.000439,0,0.005287,0.000375,0,0.004137,0.000264,0,0.003232,0.000145,0,0.001708,0.21961,0.162901,0.27993,0.121541,0.04028,0.178407,0.345154,0.243455,0.419456,0.000791,0,0.009539,0.001565,0,0.019522,0.002342,0,0.024052,0.000699,0,0.008136,0.000953,0,0.011347,0.000417,0,0.004805,0.281591,0.209265,0.357981,0.000555,0,0.006451
"PH_GB_9.sorted.bam","9","GB",0.157117,0.118459,0.217707,0.007252,0,0.030872,0.227704,0.181136,0.26943,0.005095,0,0.022771,0.539792,0.491861,0.575919,0.06304,0.019615,0.10448,0.093414,0.001251,0.215583,0.001322,0,0.01492,0.002387,0,0.022126,0.001337,0,0.014523,0.002036,0,0.023366,0.03334,0,0.101918,0.000843,0,0.010535,0.000563,0,0.007059,0.000845,0,0.010361,0.003073,0,0.02088,0.122074,0,0.241953,0.001568,0,0.019353,0.381957,0.265492,0.479774,0.000611,0,0.007363,0.263102,0.210647,0.316917,0.00183,0,0.023181,0.004241,0,0.042608,0.002551,0,0.034099,0.001182,0,0.01452,0.047169,0,0.193068,0.034554,0,0.086568
"PH_KC_10.sorted.bam","10","KC",0.746086,0.693352,0.933725,0.00415,0,0.025763,0.001073,0,0.006362,0.001052,0,0.006429,0.245722,0.032147,0.30036,0.001917,0,0.012626,0.516314,0.420053,0.929378,0.000524,0,0.006317,0.000464,0,0.005333,0.000398,0,0.004318,0.000297,0,0.003621,0.000316,0,0.003692,0.000325,0,0.003615,0.000222,0,0.00239,0.000208,0,0.00229,0.000175,0,0.002138,0.45774,1e-06,0.562877,0.005981,0,0.049157,0.000418,0,0.004601,0.000784,0,0.008892,0.012195,0,0.051986,0.000557,0,0.007296,0.000347,0,0.003747,0.000192,0,0.002171,0.000215,0,0.002303,0.002132,0,0.023933,0.000195,0,0.002241
"PH_KC_11.sorted.bam","11","KC",0.729748,0.670807,0.938466,0.002756,0,0.015977,0.000646,0,0.004136,0.001157,0,0.006634,0.264866,0.054315,0.323762,0.000827,0,0.005197,0.531874,0.445312,0.882904,0.000554,0,0.006234,0.001055,0,0.010722,0.000205,0,0.002262,2e-04,0,0.002379,0.000135,0,0.001427,0.000441,0,0.005333,0.000464,0,0.005199,0.00017,0,0.001885,0.000172,0,0.002114,0.394266,0.104888,0.48595,0.001931,0,0.020622,0.000291,0,0.003383,0.000748,0,0.008488,0.065994,0,0.119568,0.000284,0,0.00341,0.000252,0,0.003073,0.000156,0,0.001816,0.000146,0,0.001583,0.000508,0,0.006109,0.000154,0,0.001783
"PH_KC_1.sorted.bam","1","KC",0.327708,0.29442,0.381256,0.025979,2.7e-05,0.055498,0.022795,0.000106,0.044913,0.001687,0,0.011988,0.388538,0.257117,0.429483,0.233293,0.195903,0.306803,0.000339,0,0.00377,0.008605,0,0.086664,0.000104,0,0.001244,0.042846,0,0.088179,0.000707,0,0.008723,0.000135,0,0.001582,0.002156,0,0.022735,0.000317,0,0.003762,0.000217,0,0.002479,5.9e-05,0,0.000657,0.43473,0.267403,0.505442,0.041503,0,0.102049,0.001353,0,0.017485,0.000367,0,0.004061,9.5e-05,0,0.001041,0.166401,0.083713,0.369991,0.000618,0,0.006534,0.000196,0,0.002053,0.000199,0,0.00242,0.298934,0.218132,0.371115,0.000119,0,0.001374
"PH_KC_2.sorted.bam","2","KC",0.340466,0.314653,0.374819,0.001395,0,0.008498,0.112609,0.088745,0.136704,0.003141,0,0.02021,0.380521,0.318292,0.406316,0.161868,0.136485,0.195399,0.000216,0,0.00253,0.000652,0,0.006162,0.000113,0,0.00124,0.222682,0.174095,0.271601,0.00045,0,0.005277,0.000151,0,0.001686,0.004912,0,0.039691,0.000382,0,0.004395,0.000185,0,0.002181,7.2e-05,0,0.000809,0.443754,0.372176,0.499951,0.000914,0,0.010125,0.001366,0,0.016128,0.000433,0,0.004921,9.5e-05,0,0.001116,0.008501,0,0.12321,0.000167,0,0.001871,0.000233,0,0.002643,0.000228,0,0.002588,0.314386,0.248276,0.366044,0.000111,0,0.001307
"PH_KC_4.sorted.bam","4","KC",0.7496,0.686699,0.99373,0.000614,0,0.004166,0.000423,0,0.002567,0.000436,0,0.002728,0.248379,0.001329,0.312045,0.000548,0,0.003706,0.535176,0.438688,0.991963,0.000263,0,0.003279,0.000177,0,0.001981,0.000164,0,0.00177,0.000102,0,0.001179,9.8e-05,0,0.000966,0.000166,0,0.001869,0.000132,0,0.001249,0.000103,0,0.001135,8.3e-05,0,0.000997,0.428067,1e-06,0.531787,0.000251,0,0.002872,0.000183,0,0.002071,0.000218,0,0.002429,0.033824,0,0.085868,0.000188,0,0.002091,0.000125,0,0.00146,9.8e-05,0,0.001043,8.7e-05,0,0.00097,0.000391,0,0.004703,0.000104,0,0.001148
"PH_KC_5.sorted.bam","5","KC",0.775617,0.71401,0.996664,0.000673,0,0.004418,0.00051,0,0.003316,0.000494,0,0.003166,0.222216,0.000569,0.284002,0.00049,0,0.003201,0.575027,0.474816,0.995991,0.000289,0,0.003517,0.000181,0,0.002036,0.000158,0,0.001713,0.000118,0,0.001274,0.000118,0,0.001368,0.000185,0,0.002216,0.000107,0,0.001146,0.000108,0,0.001267,9.9e-05,0,0.001133,0.400352,0,0.505066,0.000345,0,0.003716,0.000295,0,0.003396,0.000294,0,0.003706,0.021456,0,0.066462,0.000197,0,0.002323,0.000125,0,0.001445,0.000105,0,0.00121,9.7e-05,0,0.001046,0.000233,0,0.002534,0.000112,0,0.001267
"PH_KC_6.sorted.bam","6","KC",0.740943,0.680254,0.949707,0.002395,0,0.015805,0.000762,0,0.004605,0.000848,0,0.005767,0.254322,0.042713,0.315522,0.00073,0,0.004446,0.553442,0.460226,0.91279,0.000621,0,0.00653,0.000514,0,0.006097,0.000166,0,0.002027,0.00023,0,0.002704,0.000179,0,0.002088,0.000155,0,0.001725,0.000214,0,0.002558,0.000213,0,0.0024,0.000394,0,0.0045,0.3738,0.066529,0.466749,0.002408,0,0.026971,0.000433,0,0.004737,0.000209,0,0.002341,0.065713,0,0.114761,0.00026,0,0.002869,0.000289,0,0.003487,0.000122,0,0.001419,0.000116,0,0.001297,0.000368,0,0.0038,0.000152,0,0.001755
"PH_KC_7.sorted.bam","7","KC",0.76374,0.702272,0.998059,0.000656,0,0.004355,0.000328,0,0.002155,0.000447,0,0.002965,0.234472,0.000159,0.296271,0.000358,0,0.002269,0.599418,0.502496,0.997575,0.00029,0,0.003284,0.000237,0,0.002837,0.000105,0,0.001137,8.1e-05,0,0.000898,7.4e-05,0,0.000818,0.000121,0,0.001378,9.3e-05,0,0.001004,0.000101,0,0.001085,0.000152,0,0.001773,0.328008,0,0.41855,0.000263,0,0.003024,0.000154,0,0.001628,0.000201,0,0.002234,0.070064,0,0.116763,0.00012,0,0.001327,0.00011,0,0.001238,6.6e-05,0,0.00074,7.4e-05,0,0.000821,0.00019,0,0.002116,7.8e-05,0,0.000887
"PH_KC_8.sorted.bam","8","KC",0.352549,0.318794,0.404002,0.035473,0.015014,0.059557,0.046664,0.024481,0.071218,0.012311,2e-06,0.034577,0.381001,0.260199,0.418666,0.172002,0.137463,0.224653,0.000187,0,0.00223,0.017756,0,0.108521,0.000101,0,0.0012,0.091112,0.046201,0.140999,0.000582,0,0.007087,0.000109,0,0.001275,0.021291,0,0.06778,0.001538,0,0.018732,0.000246,0,0.002793,5.9e-05,0,0.000695,0.470863,0.322496,0.53349,0.050398,0,0.104693,0.000919,0,0.00987,0.000855,0,0.010529,8.7e-05,0,0.000995,0.103702,0.014115,0.251668,0.000469,0,0.00537,0.000252,0,0.002793,0.000573,0,0.006761,0.238792,0.169554,0.312822,0.000108,0,0.001233
"PH_KC_9.sorted.bam","9","KC",0.698827,0.643911,0.887206,0.006596,0,0.025411,0.003158,0,0.014681,0.000845,0,0.005055,0.27148,0.053198,0.327187,0.019093,0.000239,0.045381,0.450774,0.352733,0.87534,0.003725,0,0.037928,0.000908,0,0.011951,0.000738,0,0.009237,0.001121,0,0.013047,0.000352,0,0.004318,0.000239,0,0.002644,0.000247,0,0.002631,0.000179,0,0.002151,0.000199,0,0.002185,0.48866,6.3e-05,0.59846,0.002873,0,0.028363,0.00165,0,0.01793,0.000243,0,0.002805,0.01081,0,0.061736,0.002743,0,0.029752,0.003411,0,0.027392,0.001925,0,0.018871,0.000384,0,0.004456,0.027913,0,0.088241,0.000905,0,0.010555
"PH_MC_10.sorted.bam","10","MC",0.001703,0,0.009736,0.230517,0.195008,0.273586,0.141385,0.109463,0.172813,0.041224,0.018287,0.068033,0.461262,0.396343,0.49832,0.123909,0.088586,0.165122,0.000353,0,0.004398,0.000706,0,0.008015,0.080778,0.034481,0.155797,0.000594,0,0.006784,0.000989,0,0.010962,0.001969,0,0.023944,0.000427,0,0.005353,0.006379,0,0.058228,0.009975,0,0.069344,0.029045,0,0.05958,0.000561,0,0.006435,0.290035,0.186368,0.371042,0.265763,0.189939,0.335594,0.005822,0,0.060135,0.059999,0,0.115959,0.000412,0,0.004883,0.001369,0,0.013992,0.001509,0,0.016277,0.001754,0,0.02113,0.240346,0.168966,0.323861,0.001214,0,0.014624
"PH_MC_11.sorted.bam","11","MC",0.004876,0,0.021848,0.216347,0.179075,0.261717,0.144921,0.112301,0.179496,0.043818,0.019789,0.068588,0.453621,0.351833,0.493615,0.136416,0.096279,0.183181,0.000797,0,0.008779,0.00108,0,0.013341,0.09433,0.042262,0.181735,0.001762,0,0.021404,0.001481,0,0.018069,0.004678,0,0.045121,0.001646,0,0.021956,0.007897,0,0.093869,0.001626,0,0.020801,0.003447,0,0.031404,0.002232,0,0.024566,0.232009,0.002415,0.325941,0.268261,0.17664,0.343386,0.037826,0,0.121668,0.085234,0,0.151363,0.001437,0,0.01807,0.001567,0,0.016274,0.007356,0,0.06226,0.031747,0,0.093962,0.196447,0.080498,0.339193,0.017139,0,0.086114
"PH_MC_12.sorted.bam","12","MC",0.005856,0,0.028142,0.244031,0.20114,0.29035,0.129491,0.091489,0.166393,0.063771,0.033699,0.095705,0.467175,0.39095,0.508962,0.089677,0.046664,0.1441,0.000938,0,0.01136,0.001039,0,0.012852,0.146186,0.074452,0.230749,0.000838,0,0.009356,0.000869,0,0.008749,0.008128,0,0.057569,0.003261,0,0.038852,0.010823,0,0.1021,0.002271,0,0.026187,0.031824,0,0.078844,0.002768,0,0.030588,0.178031,0.008784,0.286168,0.237411,0.140595,0.319453,0.043151,0,0.138482,0.155205,0.084768,0.222236,0.001928,0,0.023788,0.004926,0,0.063461,0.001336,0,0.014548,0.004387,0,0.057799,0.162578,0.047064,0.278208,0.002099,0,0.025725
"PH_MC_5.sorted.bam","5","MC",0.006409,1e-06,0.028861,0.232258,0.19717,0.276382,0.121773,0.092351,0.153739,0.081698,0.054365,0.112359,0.427524,0.337868,0.465231,0.130338,0.098266,0.165476,0.003501,0,0.025874,0.00125,0,0.014256,0.086244,0,0.139276,0.000814,0,0.010068,0.001565,0,0.018359,0.01376,0,0.053427,0.000763,0,0.00873,0.002865,0,0.036982,0.005972,0,0.05458,0.051381,0.02104,0.083181,0.001827,0,0.020646,0.270482,0.192482,0.347041,0.205211,0.128515,0.284128,0.049757,0,0.109621,0.048155,0,0.101922,0.001161,0,0.013944,0.015866,0,0.236945,0.002464,0,0.027876,0.001277,0,0.013903,0.231462,1e-06,0.316564,0.004223,0,0.035228
"PH_MC_6.sorted.bam","6","MC",0.014759,7e-06,0.041435,0.240107,0.202434,0.284322,0.134812,0.103548,0.166855,0.067214,0.041686,0.094765,0.440243,0.355793,0.479012,0.102863,0.069084,0.14107,0.006938,0,0.035284,0.000979,0,0.010372,0.096158,0.049102,0.171041,0.003606,0,0.030757,0.000626,0,0.007391,0.004939,0,0.035011,0.004961,0,0.052233,0.011882,0,0.076561,0.00292,0,0.033414,0.033063,0,0.062302,0.003582,0,0.040468,0.272916,0.180286,0.354439,0.250494,0.174707,0.320769,0.035683,0,0.106729,0.068297,0,0.129518,0.002516,0,0.026537,0.001494,0,0.016784,0.002101,0,0.023914,0.012855,0,0.073428,0.18122,0.095652,0.265884,0.002771,0,0.02649
"PH_MC_7.sorted.bam","7","MC",0.091082,0.059571,0.12802,0.145533,0.112416,0.179737,0.138525,0.105732,0.174973,0.034167,0.003207,0.059226,0.435182,0.35311,0.46706,0.155511,0.112538,0.206012,0.00093,0,0.010682,0.023308,0,0.234386,0.001234,0,0.016108,0.021943,0,0.155385,0.011811,0,0.08949,0.000455,0,0.005467,0.032108,0,0.10273,0.024955,0,0.103299,0.001698,0,0.019411,0.000323,0,0.003483,0.098304,0,0.202581,0.224414,0,0.332772,0.239864,0.129358,0.32303,0.007442,0,0.075063,0.000947,0,0.01072,0.004641,0,0.052171,0.004111,0,0.052119,0.000823,0,0.008924,0.001486,0,0.018354,0.298446,0.20563,0.407861,0.000758,0,0.009567
"PH_MC_8.sorted.bam","8","MC",0.003119,0,0.018223,0.197931,0.154672,0.243756,0.137326,0.09932,0.180642,0.056912,0.029278,0.085894,0.466856,0.359536,0.515883,0.137856,0.090838,0.194469,0.000707,0,0.00879,0.001358,0,0.015973,0.119071,0.059648,0.217151,0.000637,0,0.00778,0.00103,0,0.011975,0.002718,0,0.036733,0.000981,0,0.011269,0.002035,0,0.025149,0.001767,0,0.021995,0.04256,0,0.078967,0.000594,0,0.007772,0.14807,0,0.255407,0.264454,0.178746,0.356606,0.022478,0,0.108425,0.121039,0,0.200147,0.001254,0,0.013561,0.005226,0,0.05849,0.001329,0,0.014863,0.001442,0,0.01735,0.256039,0.14964,0.385785,0.005211,0,0.055272
"PH_MC_9.sorted.bam","9","MC",0.016461,7e-06,0.046803,0.213537,0.171784,0.262322,0.120824,0.08696,0.157514,0.058166,0.028071,0.092343,0.467798,0.393555,0.511739,0.123214,0.078912,0.169862,0.002975,0,0.030686,0.001901,0,0.020894,0.03578,0,0.127193,0.001157,0,0.014312,0.001494,0,0.016309,0.001745,0,0.020661,0.004556,0,0.047461,0.003685,0,0.043812,0.003213,0,0.033439,0.043156,0,0.081812,0.018064,0,0.078434,0.347605,0.225213,0.448684,0.231363,0.155374,0.307657,0.017227,0,0.093349,0.153714,0.055149,0.227628,0.001295,0,0.014639,0.000829,0,0.009516,0.000929,0,0.011028,0.001339,0,0.014786,0.01391,0,0.149022,0.114062,0.052472,0.164296
"PH_ML_10.sorted.bam","10","ML",0.669699,0.613581,0.858183,0.031319,0.005858,0.065314,0.001264,0,0.007817,0.001022,0,0.006314,0.295254,0.073979,0.351402,0.001442,0,0.01013,0.435895,0.342192,0.795222,0.006439,0,0.077298,0.000663,0,0.007625,0.000295,0,0.003353,0.00037,0,0.00427,0.000318,0,0.003778,0.000344,0,0.003742,0.00026,0,0.002728,0.000221,0,0.002208,0.000249,0,0.003047,0.460165,0.056412,0.573007,0.053849,0,0.119996,0.000765,0,0.009309,0.000567,0,0.006845,0.03693,0,0.087497,0.000366,0,0.004124,0.000393,0,0.004309,0.00024,0,0.002551,0.000155,0,0.001709,0.001303,0,0.01593,0.000214,0,0.002424
"PH_ML_11.sorted.bam","11","ML",0.737182,0.679779,0.929071,0.007344,0,0.038686,0.002775,0,0.014843,0.001244,0,0.007273,0.249796,0.033997,0.311756,0.00166,0,0.010714,0.521919,0.419832,0.927401,0.000663,0,0.008457,0.000351,0,0.004277,0.000707,0,0.008099,0.000493,0,0.006266,0.000478,0,0.005745,0.000306,0,0.003694,0.000266,0,0.003058,0.000331,0,0.00422,0.000453,0,0.005495,0.428248,0,0.556664,0.012242,0,0.075049,0.002707,0,0.025027,0.000386,0,0.00433,0.027377,0,0.08732,0.000601,0,0.006096,0.00032,0,0.00348,0.000357,0,0.004167,0.000292,0,0.003395,0.001256,0,0.011693,0.000246,0,0.002812
