Contig_3	23
Contig_4	24
Contig_7	49
Contig_11	11
Contig_20	48
Contig_25	7
Contig_27	74
Contig_28	32
Contig_29	6
Contig_31	8
Contig_45	20
Contig_49	3
Contig_51	7
Contig_52	8
Contig_58	15
Contig_69	11
Contig_70	50
Contig_71	3
Contig_72	3
Contig_73	24
Contig_74	79
Contig_77	28
Contig_79	6
Contig_84	16
Contig_90	55
Contig_96	30
Contig_97	22
Contig_99	35
Contig_102	55
Contig_111	3
Contig_112	16
Contig_116	3
Contig_120	3
Contig_126	62
Contig_128	23
Contig_136	7
Contig_137	15
Contig_150	10
Contig_154	39
Contig_156	5
Contig_160	54
Contig_163	16
Contig_166	23
Contig_174	46
Contig_178	24
Contig_180	23
Contig_184	40
Contig_195	29
Contig_196	10
Contig_198	4
Contig_205	28
Contig_206	63
Contig_226	9
Contig_228	51
Contig_231	9
Contig_236	21
Contig_237	25
Contig_239	10
Contig_243	13
Contig_246	3
Contig_257	67
Contig_259	9
Contig_264	5
Contig_267	46
Contig_271	13
Contig_277	13
Contig_279	63
Contig_283	10
Contig_288	10
Contig_291	8
Contig_292	12
Contig_295	6
Contig_299	6
Contig_307	13
Contig_310	10
Contig_311	16
Contig_314	10
Contig_315	23
Contig_326	25
Contig_331	8
Contig_333	3
Contig_336	9
Contig_338	17
Contig_342	13
Contig_349	10
Contig_355	18
Contig_365	11
Contig_366	13
Contig_367	59
Contig_370	6
Contig_373	41
Contig_375	15
Contig_377	13
Contig_380	12
Contig_391	3
Contig_392	17
Contig_399	12
Contig_401	11
Contig_402	20
Contig_406	7
Contig_412	7
Contig_415	5
Contig_418	10
Contig_419	6
Contig_428	35
Contig_436	24
Contig_438	31
Contig_439	7
Contig_440	24
Contig_441	8
Contig_445	16
Contig_456	31
Contig_463	7
Contig_464	42
Contig_468	7
Contig_476	10
Contig_477	36
Contig_479	5
Contig_484	17
Contig_487	9
Contig_499	4
Contig_503	20
Contig_506	8
Contig_512	9
Contig_514	17
Contig_517	4
Contig_533	3
Contig_534	4
Contig_539	20
Contig_544	5
Contig_548	3
Contig_551	33
Contig_558	10
Contig_564	34
Contig_570	12
Contig_572	14
Contig_576	4
Contig_579	6
Contig_583	4
Contig_585	7
Contig_586	4
Contig_587	7
Contig_589	26
Contig_596	19
Contig_600	19
Contig_602	51
Contig_604	7
Contig_605	25
Contig_606	43
Contig_610	4
Contig_613	14
Contig_617	14
Contig_619	21
Contig_624	18
Contig_625	5
Contig_626	7
Contig_627	5
Contig_631	31
Contig_634	27
Contig_645	38
Contig_648	7
Contig_651	8
Contig_660	41
Contig_664	6
Contig_665	10
Contig_674	13
Contig_680	33
Contig_681	6
Contig_685	85
Contig_686	18
Contig_687	4
Contig_690	7
Contig_694	55
Contig_698	7
Contig_702	9
Contig_704	3
Contig_705	6
Contig_709	18
Contig_722	3
Contig_727	4
Contig_728	31
Contig_734	11
Contig_737	4
Contig_742	6
Contig_743	28
Contig_744	6
Contig_745	16
Contig_746	10
Contig_748	15
Contig_749	6
Contig_752	28
Contig_756	5
Contig_757	8
Contig_758	3
Contig_760	12
Contig_762	12
Contig_766	4
Contig_768	22
Contig_773	14
Contig_774	21
Contig_777	6
Contig_779	28
Contig_787	7
Contig_788	14
Contig_792	18
Contig_793	15
Contig_795	6
Contig_799	6
Contig_802	8
Contig_805	36
Contig_807	19
Contig_809	20
Contig_811	4
Contig_818	7
Contig_822	6
Contig_824	15
Contig_827	6
Contig_828	8
Contig_831	7
Contig_832	14
Contig_837	13
Contig_840	10
Contig_852	4
Contig_854	15
Contig_859	45
Contig_860	15
Contig_862	16
Contig_864	22
Contig_869	4
Contig_870	10
Contig_872	5
Contig_874	8
Contig_880	33
Contig_883	6
Contig_886	42
Contig_888	4
Contig_890	23
Contig_895	3
Contig_899	8
Contig_902	8
Contig_904	6
Contig_909	39
Contig_910	7
Contig_912	8
Contig_915	21
Contig_918	3
Contig_922	17
Contig_923	19
Contig_924	4
Contig_930	80
Contig_931	12
Contig_934	8
Contig_936	18
Contig_944	15
Contig_949	28
Contig_950	4
Contig_963	56
Contig_965	21
Contig_968	31
Contig_973	34
Contig_976	4
Contig_982	4
Contig_986	41
Contig_987	11
Contig_988	10
Contig_990	36
Contig_1001	36
Contig_1006	8
Contig_1007	22
Contig_1009	9
Contig_1012	6
Contig_1015	14
Contig_1029	39
Contig_1030	37
Contig_1037	10
Contig_1040	6
Contig_1043	21
Contig_1047	5
Contig_1048	5
Contig_1049	15
Contig_1053	7
Contig_1054	5
Contig_1055	35
Contig_1057	4
Contig_1062	77
Contig_1063	17
Contig_1064	9
Contig_1065	21
Contig_1073	5
Contig_1077	3
Contig_1078	18
Contig_1081	10
Contig_1084	23
Contig_1093	14
Contig_1099	16
Contig_1103	19
Contig_1104	6
Contig_1105	9
Contig_1108	13
Contig_1116	5
Contig_1117	27
Contig_1127	32
Contig_1130	7
Contig_1131	72
Contig_1135	31
Contig_1136	29
Contig_1138	25
Contig_1143	6
Contig_1145	45
Contig_1147	9
Contig_1152	3
Contig_1163	13
Contig_1165	10
Contig_1166	6
Contig_1167	15
Contig_1170	16
Contig_1174	42
Contig_1180	32
Contig_1183	53
Contig_1184	6
Contig_1185	7
Contig_1193	62
Contig_1195	10
Contig_1203	7
Contig_1205	4
Contig_1210	19
Contig_1212	9
Contig_1213	7
Contig_1218	5
Contig_1235	4
Contig_1238	7
Contig_1240	41
Contig_1241	5
Contig_1243	15
Contig_1246	19
Contig_1247	4
Contig_1251	4
Contig_1259	6
Contig_1262	12
Contig_1266	7
Contig_1273	7
Contig_1274	23
Contig_1283	27
Contig_1284	10
Contig_1285	13
Contig_1296	8
Contig_1304	16
Contig_1305	24
Contig_1306	26
Contig_1311	31
Contig_1313	13
Contig_1316	9
Contig_1322	36
Contig_1326	4
Contig_1332	5
Contig_1350	3
Contig_1366	5
Contig_1367	72
Contig_1371	9
Contig_1374	7
Contig_1380	15
Contig_1381	77
Contig_1382	15
Contig_1385	44
Contig_1387	3
Contig_1388	26
Contig_1396	8
Contig_1400	20
Contig_1401	42
Contig_1402	5
Contig_1416	40
Contig_1418	18
Contig_1420	27
Contig_1421	32
Contig_1427	23
Contig_1431	7
Contig_1432	3
Contig_1433	8
Contig_1434	3
Contig_1435	14
Contig_1437	6
Contig_1442	9
Contig_1444	14
Contig_1445	17
Contig_1447	68
Contig_1450	3
Contig_1451	16
Contig_1461	7
Contig_1464	12
Contig_1467	3
Contig_1473	6
Contig_1478	65
Contig_1480	3
Contig_1481	4
Contig_1484	14
Contig_1485	11
Contig_1499	3
Contig_1501	55
Contig_1504	21
Contig_1518	17
Contig_1521	8
Contig_1522	20
Contig_1523	4
Contig_1526	28
Contig_1529	16
Contig_1533	10
Contig_1545	67
Contig_1553	22
Contig_1554	8
Contig_1555	9
Contig_1557	4
Contig_1559	7
Contig_1561	27
Contig_1563	14
Contig_1566	11
Contig_1568	26
Contig_1572	5
Contig_1575	3
Contig_1577	15
Contig_1579	4
Contig_1585	10
Contig_1588	28
Contig_1589	33
Contig_1590	20
Contig_1592	7
Contig_1595	9
Contig_1599	21
Contig_1600	48
Contig_1603	19
Contig_1607	19
Contig_1616	41
Contig_1620	3
Contig_1623	36
Contig_1627	12
Contig_1631	24
Contig_1634	14
Contig_1638	15
Contig_1641	17
Contig_1643	9
Contig_1644	9
Contig_1648	4
Contig_1649	5
Contig_1652	5
Contig_1658	29
Contig_1672	18
Contig_1673	7
Contig_1681	14
Contig_1683	16
Contig_1684	9
Contig_1685	36
Contig_1688	15
Contig_1695	6
Contig_1699	6
Contig_1707	3
Contig_1712	45
Contig_1720	3
Contig_1724	72
Contig_1731	6
Contig_1733	67
Contig_1739	7
Contig_1756	34
Contig_1759	4
Contig_1764	16
Contig_1765	14
Contig_1767	75
Contig_1773	6
Contig_1777	7
Contig_1781	9
Contig_1788	15
Contig_1792	8
Contig_1795	22
Contig_1798	10
Contig_1799	71
Contig_1808	56
Contig_1812	33
Contig_1828	14
Contig_1835	4
Contig_1837	4
Contig_1841	6
Contig_1843	21
Contig_1844	7
Contig_1848	6
Contig_1859	4
Contig_1863	5
Contig_1864	45
Contig_1866	6
Contig_1872	75
Contig_1874	29
Contig_1877	9
Contig_1878	31
Contig_1879	10
Contig_1886	57
Contig_1887	10
Contig_1893	5
Contig_1895	53
Contig_1900	28
Contig_1903	11
Contig_1908	5
Contig_1913	3
Contig_1914	6
Contig_1915	9
Contig_1917	36
Contig_1927	7
Contig_1931	5
Contig_1933	10
Contig_1937	12
Contig_1938	15
Contig_1943	19
Contig_1944	8
Contig_1947	6
Contig_1948	23
Contig_1950	25
Contig_1957	14
Contig_1958	30
Contig_1959	4
Contig_1960	5
Contig_1961	15
Contig_1964	58
Contig_1968	30
Contig_1977	69
Contig_1980	23
Contig_1981	44
Contig_1990	16
Contig_1997	3
Contig_1999	22
Contig_2002	4
Contig_2005	7
Contig_2006	7
Contig_2009	28
Contig_2010	37
Contig_2011	25
Contig_2017	27
Contig_2021	4
Contig_2023	4
Contig_2029	17
Contig_2031	5
Contig_2034	14
Contig_2037	57
Contig_2041	13
Contig_2045	14
Contig_2046	13
Contig_2049	31
Contig_2051	3
Contig_2056	11
Contig_2057	70
Contig_2065	7
Contig_2072	3
Contig_2073	8
Contig_2074	15
Contig_2080	3
Contig_2082	6
Contig_2085	34
Contig_2093	21
Contig_2094	53
Contig_2095	71
Contig_2099	26
Contig_2101	33
Contig_2102	4
Contig_2103	9
Contig_2111	19
Contig_2112	21
Contig_2115	4
Contig_2123	22
Contig_2126	22
Contig_2128	11
Contig_2132	3
Contig_2136	34
Contig_2137	35
Contig_2138	13
Contig_2141	6
Contig_2142	5
Contig_2148	5
Contig_2155	13
Contig_2156	21
Contig_2161	7
Contig_2162	32
Contig_2165	43
Contig_2178	31
Contig_2179	13
Contig_2183	70
Contig_2186	8
Contig_2190	7
Contig_2197	41
Contig_2206	5
Contig_2209	63
Contig_2213	6
Contig_2215	15
Contig_2226	10
Contig_2230	11
Contig_2234	14
Contig_2235	17
Contig_2241	8
Contig_2245	10
Contig_2248	11
Contig_2251	24
Contig_2257	37
Contig_2260	5
Contig_2266	22
Contig_2270	4
Contig_2271	6
Contig_2274	5
Contig_2288	23
Contig_2289	9
Contig_2301	45
Contig_2302	20
Contig_2303	45
Contig_2307	64
Contig_2312	8
Contig_2332	12
Contig_2333	3
Contig_2334	11
Contig_2335	7
Contig_2339	33
Contig_2340	32
Contig_2343	15
Contig_2344	8
Contig_2353	40
Contig_2364	3
Contig_2378	15
Contig_2381	25
Contig_2389	6
Contig_2393	10
Contig_2399	11
Contig_2400	12
Contig_2403	11
Contig_2404	27
Contig_2405	8
Contig_2406	14
Contig_2408	22
Contig_2409	5
Contig_2410	10
Contig_2411	16
Contig_2412	9
Contig_2418	7
Contig_2426	10
Contig_2429	37
Contig_2431	45
Contig_2435	14
Contig_2437	13
Contig_2439	15
Contig_2447	32
Contig_2453	8
Contig_2454	19
Contig_2459	68
Contig_2460	4
Contig_2462	13
Contig_2468	8
Contig_2469	4
Contig_2473	22
Contig_2475	9
Contig_2490	8
Contig_2506	54
Contig_2508	4
Contig_2517	9
Contig_2520	25
Contig_2523	16
Contig_2527	15
Contig_2528	33
Contig_2529	8
Contig_2533	9
Contig_2538	12
Contig_2542	14
Contig_2543	28
Contig_2546	64
Contig_2548	5
Contig_2549	22
Contig_2554	31
Contig_2557	30
Contig_2563	39
Contig_2567	8
Contig_2568	24
Contig_2570	9
Contig_2584	14
Contig_2594	6
Contig_2597	36
Contig_2599	10
Contig_2602	56
Contig_2603	29
Contig_2605	8
Contig_2606	5
Contig_2610	3
Contig_2611	34
Contig_2616	9
Contig_2617	22
Contig_2619	14
Contig_2622	5
Contig_2623	4
Contig_2644	3
Contig_2645	44
Contig_2647	42
Contig_2648	41
Contig_2649	37
Contig_2650	5
Contig_2654	6
Contig_2661	49
Contig_2664	4
Contig_2665	8
Contig_2666	6
Contig_2671	5
Contig_2681	9
Contig_2687	9
Contig_2691	70
Contig_2692	3
Contig_2695	3
Contig_2696	9
Contig_2698	30
Contig_2701	7
Contig_2702	8
Contig_2704	13
